BodyFat,Sex,Age,Weight,Height,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist
7.17,1,41,70.64,1.79,35.78,91.04,84.68,95.99,53.48,36.78,22.27,27.85,26.47,17.47
17.66,0,32,73.66,1.77,35.44,96.01,80.57,100.67,59.19,38.51,23.5,32.01,27.44,17.56
8.17,0,31,66.37,1.71,35.27,88.68,77.26,95.52,53.71,36.95,22.34,28.83,26.09,17.11
12.14,0,30,66.81,1.77,35.31,87.11,73.83,95.88,53.04,37.66,22.12,29.16,26.87,17.24
21.09,0,31,63.89,1.73,34.17,87.33,73.77,93.45,51.08,35.25,22.13,25.16,23.61,16.19
14.42,0,46,79.01,1.84,36.46,96.01,85.64,98.48,60.03,39.86,24.35,28.63,29.32,18.57
33.6,1,72,91.17,1.77,40.9,108.5,105.0,104.5,59.6,40.8,23.2,35.2,28.6,20.1
19.25,0,42,63.44,1.69,33.61,91.37,81.34,94.45,52.65,35.14,20.66,26.8,22.89,15.87
20.49,1,51,84.78,1.78,39.34,104.72,98.15,103.0,60.79,39.59,23.4,33.56,29.9,19.12
29.38,1,57,93.72,1.78,37.93,111.32,107.28,107.65,63.07,41.18,24.09,34.25,29.64,18.95
23.05,0,38,75.57,1.8,34.21,97.46,87.51,98.79,57.82,38.41,22.51,31.72,27.34,17.59
26.14,0,54,72.13,1.7,34.86,94.17,92.62,99.86,56.17,35.77,20.94,27.96,25.91,17.45
8.2,1,38,76.22,1.85,36.08,95.97,85.36,97.2,56.81,38.06,23.83,34.95,27.71,18.55
26.47,1,42,86.36,1.78,39.32,102.12,98.03,100.86,60.99,39.07,22.57,34.16,29.94,18.57
18.51,0,22,57.21,1.72,32.8,81.73,66.17,90.34,49.52,33.68,21.59,23.48,22.36,15.19
12.94,1,29,88.25,1.95,38.73,98.72,90.86,103.86,61.03,38.88,23.54,32.77,29.73,18.4
14.63,1,41,73.55,1.76,36.07,94.69,81.6,96.7,57.82,37.03,23.21,31.01,28.72,17.78
14.55,1,43,69.62,1.78,35.76,93.75,83.63,93.57,54.52,36.17,21.32,28.72,26.57,17.32
16.5,0,43,93.84,1.85,41.68,105.16,95.57,101.71,62.94,39.66,24.02,37.08,23.1,19.31
26.67,0,35,80.67,1.77,35.52,98.13,90.69,104.7,63.08,38.53,23.47,29.66,26.84,17.67
22.18,0,20,64.7,1.66,32.87,87.56,75.1,100.35,54.55,37.48,22.42,28.55,23.76,16.19
15.91,0,20,49.07,1.6,30.21,80.99,63.79,89.62,48.45,33.41,20.36,25.83,22.24,15.0
17.34,0,37,102.07,1.87,41.69,107.2,101.08,108.58,67.95,42.62,25.54,38.01,31.8,19.53
12.44,1,27,75.2,1.77,35.76,95.23,80.68,98.14,59.14,36.28,22.86,31.66,28.61,17.86
24.44,0,50,89.13,1.81,39.05,105.76,98.45,104.67,63.46,39.19,22.95,35.25,30.11,19.05
18.3,1,52,92.19,1.89,42.0,110.0,101.6,100.7,55.8,38.7,23.4,35.1,29.6,19.1
13.83,0,42,74.8,1.78,38.49,95.63,84.34,95.97,55.59,37.72,22.55,31.54,28.17,18.49
8.8,1,29,72.92,1.75,36.7,97.4,83.5,98.7,58.9,35.3,22.6,30.1,26.7,17.6
21.04,0,28,67.89,1.71,34.05,91.8,75.42,100.29,56.01,37.12,22.42,28.96,25.89,16.82
27.57,1,35,88.69,1.81,38.85,102.9,95.46,104.82,63.91,40.7,23.31,36.07,30.79,17.53
29.9,1,65,86.07,1.67,40.8,106.4,100.5,100.5,59.2,38.1,24.0,35.9,30.5,19.1
23.01,1,35,99.72,1.84,40.47,109.37,100.35,106.37,67.22,41.12,25.2,36.32,33.22,19.25
23.2,0,22,58.51,1.74,30.5,82.0,63.5,98.0,50.5,35.3,21.3,26.0,22.5,15.0
20.99,0,25,61.33,1.71,32.77,87.58,70.3,95.27,50.67,33.76,20.3,27.75,24.52,15.85
8.95,0,26,92.95,1.9,38.47,101.1,87.86,106.07,64.24,38.51,25.28,35.9,29.48,18.7
46.86,0,50,98.43,1.63,40.99,119.25,120.83,112.41,62.15,36.84,23.51,34.54,28.98,18.33
19.08,0,22,66.52,1.74,32.42,90.69,72.95,99.23,54.34,36.16,20.63,27.0,25.34,16.5
13.59,1,56,71.05,1.72,37.0,96.21,87.95,95.53,56.86,36.18,21.52,29.66,27.36,17.11
12.92,1,40,72.14,1.77,35.48,93.13,86.76,95.48,57.63,38.85,22.59,29.96,26.38,17.38
18.18,0,59,65.67,1.71,35.6,91.21,83.58,96.06,52.11,35.58,20.8,30.04,25.3,17.15
32.15,0,20,75.21,1.71,33.65,90.39,78.14,109.71,58.33,40.62,23.28,29.81,25.43,16.93
26.35,1,52,102.32,1.85,41.44,115.92,108.59,109.3,65.87,42.42,23.83,37.32,32.13,19.5
20.84,0,31,58.89,1.69,31.43,60.07,68.25,94.7,50.55,35.79,21.8,28.04,24.06,16.59
30.66,0,21,75.23,1.72,32.87,93.46,84.11,108.97,54.96,38.1,21.6,29.19,24.92,16.65
19.68,0,22,59.46,1.75,31.01,83.02,65.06,96.56,54.2,36.02,21.51,26.04,22.52,15.02
19.79,0,31,89.24,1.81,38.6,102.64,90.52,103.49,61.94,39.55,24.56,33.77,30.99,18.36
18.55,0,54,81.99,1.82,38.02,100.24,91.39,100.79,57.79,38.03,22.64,32.94,28.49,18.4
30.15,0,42,75.3,1.71,34.78,91.56,92.8,101.03,53.37,38.39,27.69,30.97,26.52,17.76
17.58,1,31,67.55,1.78,35.52,86.85,80.05,93.47,54.96,36.19,22.11,29.8,26.7,17.11
21.16,0,28,75.85,1.79,35.57,90.05,79.98,104.7,57.13,40.7,22.82,30.46,26.36,16.42
19.53,1,60,70.14,1.68,36.5,100.85,88.8,92.69,55.79,38.13,22.85,29.29,27.83,17.82
18.95,0,19,62.17,1.63,33.16,89.84,72.49,95.64,52.77,36.93,22.03,28.09,25.07,16.55
22.4,0,18,55.79,1.63,32.6,82.5,67.6,92.2,48.0,35.0,21.3,25.5,23.0,15.5
16.36,0,48,78.36,1.8,37.76,99.33,89.33,101.4,58.6,38.2,22.73,30.48,27.83,18.26
15.03,0,53,70.39,1.81,36.61,94.62,87.0,92.52,54.39,35.6,21.58,32.78,27.32,18.59
26.47,0,19,70.54,1.69,33.51,93.56,77.65,102.73,56.21,35.9,23.65,32.08,26.51,17.3
25.24,1,46,86.89,1.81,37.83,106.34,97.31,100.61,59.04,40.33,24.33,33.24,29.61,19.04
15.71,0,26,66.0,1.7,33.53,88.95,76.25,96.77,52.28,37.14,21.98,28.67,25.76,16.36
9.58,1,31,69.02,1.84,35.07,94.21,81.6,91.72,52.66,36.65,21.05,27.06,26.34,16.53
25.55,0,58,82.04,1.77,37.27,103.65,94.08,98.77,55.45,40.6,22.64,29.67,28.04,18.75
15.0,0,66,68.99,1.7,37.04,95.82,85.54,96.16,55.9,36.92,21.53,31.72,27.31,18.33
11.66,1,44,80.09,1.86,38.36,96.45,83.03,100.21,57.74,39.83,23.0,31.38,30.28,18.74
10.33,0,44,61.63,1.7,35.91,86.03,77.38,91.9,55.64,36.54,21.16,28.95,25.8,17.11
25.14,1,49,87.53,1.73,38.63,112.82,102.92,100.32,59.31,38.18,21.6,33.56,29.34,17.2
16.91,1,45,65.91,1.75,35.68,90.58,84.34,94.03,53.22,34.96,21.78,29.47,26.38,17.22
26.93,0,21,63.68,1.62,30.97,84.2,71.66,94.27,51.28,35.11,20.16,27.96,21.99,14.5
22.15,0,20,57.61,1.63,31.0,87.0,71.0,91.0,48.0,34.0,21.0,27.0,23.5,16.0
17.33,0,30,55.92,1.63,31.43,84.38,68.62,92.14,50.64,34.44,23.4,25.06,22.86,15.31
20.29,1,43,86.13,1.77,37.82,103.66,97.17,103.25,61.63,38.93,22.58,33.93,29.82,18.59
10.0,1,28,82.78,1.84,37.0,98.5,90.8,102.5,60.8,38.5,25.0,31.6,28.0,18.6
30.0,1,55,83.24,1.71,40.9,103.0,100.3,104.2,64.8,40.2,22.7,34.8,30.1,18.7
10.91,0,54,81.49,1.75,41.09,106.87,95.26,98.19,57.39,37.09,21.8,34.09,31.09,19.19
19.46,0,31,75.19,1.77,35.15,96.03,82.82,98.73,59.46,37.36,23.56,30.7,27.09,16.82
28.39,1,47,94.39,1.77,40.36,114.21,105.25,103.95,61.82,40.15,22.39,33.67,30.33,17.57
25.94,0,33,89.51,1.83,38.27,103.57,96.71,105.86,63.54,40.99,23.54,33.26,27.8,18.2
19.74,0,30,64.99,1.64,35.0,94.32,76.52,95.81,51.06,36.0,21.29,28.47,25.15,15.82
14.19,1,48,75.48,1.7,37.97,99.53,85.36,95.36,59.46,37.06,23.61,34.67,29.51,18.11
21.15,0,32,69.77,1.75,34.6,91.57,77.53,96.57,54.76,36.84,21.06,29.09,25.83,16.25
13.85,0,22,60.7,1.67,34.3,88.54,76.53,92.69,53.13,34.46,20.82,28.84,24.96,16.02
23.31,1,40,93.74,1.82,40.4,109.46,102.24,109.14,64.77,41.16,23.66,33.37,23.37,19.58
16.27,0,23,55.84,1.71,30.62,84.9,63.14,93.0,48.27,35.02,21.44,24.79,24.02,16.08
22.65,0,19,61.72,1.68,32.46,86.0,70.52,99.34,53.37,37.58,21.28,27.48,24.1,15.74
27.34,0,26,65.47,1.65,31.97,91.28,77.8,96.44,51.78,36.37,21.82,26.15,25.27,16.62
21.76,0,23,63.43,1.67,32.38,57.3,72.83,99.8,54.08,37.43,22.67,27.3,23.87,16.45
26.68,0,1,62.6,1.64,34.0,86.5,72.5,98.5,53.5,37.5,23.0,28.5,24.5,15.5
21.69,1,48,77.46,1.81,36.0,97.04,90.07,98.38,58.72,38.48,22.9,31.19,28.48,18.48
16.21,1,37,85.62,1.81,38.81,102.95,94.53,103.09,60.29,40.2,24.15,31.34,28.84,18.97
25.92,0,53,71.58,1.7,34.66,93.63,91.37,99.6,56.23,36.13,21.07,27.47,25.82,17.3
24.99,0,18,62.96,1.68,33.7,90.12,75.41,95.86,51.25,36.26,21.88,27.02,24.5,16.0
15.72,1,49,76.01,1.71,38.02,100.19,86.43,95.45,59.29,37.26,23.66,34.61,29.36,18.15
17.07,0,20,54.94,1.68,29.52,84.32,62.54,91.0,51.51,34.51,21.01,25.01,22.52,15.01
19.6,1,26,109.66,1.89,41.8,108.3,102.9,114.4,72.9,43.5,25.1,38.5,33.8,19.6
24.67,0,27,74.49,1.74,33.72,95.63,81.46,103.21,59.78,36.8,21.61,28.77,26.35,17.26
14.4,0,29,65.71,1.75,33.44,92.32,73.23,98.41,54.25,35.3,23.14,28.16,26.22,17.1
18.51,0,20,53.7,1.68,30.77,82.68,64.34,92.52,46.53,33.33,19.67,25.38,23.0,15.2
17.4,0,21,56.16,1.63,30.98,81.9,63.93,94.07,52.35,34.98,20.49,25.69,21.56,15.01
22.48,0,20,59.3,1.67,31.86,86.16,72.54,97.64,51.68,34.58,21.04,26.36,24.01,16.81
26.81,0,53,68.41,1.71,35.83,94.32,86.6,96.2,53.12,36.99,22.92,27.98,25.84,18.13
21.42,0,27,53.95,1.65,33.52,86.78,66.49,92.48,49.23,36.36,21.18,24.66,22.17,15.9
15.52,1,45,70.34,1.72,37.11,94.76,86.41,95.74,58.03,36.76,23.48,30.82,27.52,17.69
14.31,0,28,61.17,1.7,33.17,82.29,69.98,95.4,53.19,36.38,21.83,25.57,24.28,16.41
14.26,1,60,69.07,1.69,35.94,100.0,89.39,91.46,53.74,35.36,21.46,31.25,27.08,17.15
18.76,0,22,64.19,1.7,32.57,87.91,72.96,97.86,56.18,36.17,21.44,28.94,25.37,16.63
11.37,1,28,68.14,1.83,34.5,89.95,74.83,92.2,54.73,37.08,23.89,28.51,26.71,17.47
16.93,0,35,70.52,1.71,36.26,95.17,83.32,96.85,55.31,37.6,22.22,29.57,26.4,17.51
21.12,0,26,88.92,1.86,37.69,100.21,97.8,104.77,61.56,39.69,24.56,33.19,28.88,19.18
16.51,0,24,53.83,1.61,29.62,80.46,63.1,93.86,46.23,32.62,19.06,24.18,21.65,15.05
12.01,0,26,80.56,1.8,36.64,97.96,89.13,102.08,60.16,38.08,24.7,31.71,27.82,18.44
26.45,0,24,61.68,1.66,31.48,86.45,74.62,94.82,52.29,34.63,21.97,27.79,24.36,15.5
21.52,0,21,57.56,1.68,31.5,84.76,66.25,95.8,50.26,33.61,20.15,26.67,23.73,15.25
13.22,0,31,69.2,1.8,34.49,91.73,77.89,97.14,53.43,36.83,22.02,27.66,26.0,17.39
19.83,0,44,73.56,1.8,37.22,95.75,86.5,98.5,55.67,38.39,22.63,28.98,27.18,18.14
10.02,0,24,66.11,1.81,34.37,91.08,76.74,93.66,52.05,36.14,21.63,27.34,25.15,16.68
11.45,1,31,70.49,1.85,35.4,92.03,77.53,92.68,53.96,37.11,23.73,29.0,26.84,17.68
27.21,0,20,63.48,1.64,32.6,91.09,72.72,99.95,54.18,36.34,21.89,27.3,24.39,15.25
25.98,0,26,68.48,1.7,34.38,92.67,82.54,99.38,53.48,38.0,20.61,28.76,25.31,15.92
15.91,1,33,97.61,1.86,40.31,103.73,96.38,108.31,67.36,42.13,24.34,35.15,31.39,19.3
26.17,0,31,68.88,1.68,32.89,91.74,79.05,101.26,55.35,38.99,22.03,28.87,25.97,16.45
31.9,1,74,94.12,1.78,40.8,112.4,108.5,107.1,59.3,42.2,24.6,33.7,30.0,20.9
21.58,0,21,65.93,1.71,30.85,92.78,73.04,99.0,55.11,36.19,21.74,27.61,25.01,17.28
33.35,0,22,74.53,1.64,34.56,90.49,82.79,107.96,57.92,36.55,21.98,28.38,24.95,16.11
22.89,1,59,71.94,1.74,36.41,96.18,92.65,99.26,55.73,38.01,22.42,30.45,26.21,17.68
18.64,0,31,67.82,1.76,34.72,88.47,78.92,98.53,52.27,37.31,21.66,28.91,26.25,16.7
25.2,1,55,90.04,1.89,38.3,105.3,96.7,106.6,64.0,42.6,23.4,33.2,30.0,18.4
27.27,0,55,87.55,1.74,38.37,105.02,95.95,105.19,59.79,41.4,22.35,34.25,30.31,18.15
19.4,0,23,60.6,1.74,33.06,85.27,67.61,93.34,50.41,33.35,21.11,24.67,21.52,15.05
24.24,0,35,79.04,1.82,36.49,92.37,86.44,101.84,61.2,39.55,23.54,32.05,28.09,17.85
24.45,0,38,94.71,1.85,37.46,103.15,100.15,108.79,63.09,41.86,25.2,32.55,28.8,17.94
21.26,0,33,72.53,1.68,35.93,97.87,90.16,98.77,61.6,38.39,21.65,30.54,26.14,16.78
25.7,0,21,62.73,1.66,34.1,91.13,79.22,97.16,51.9,36.75,20.25,27.93,24.43,15.88
23.6,0,18,62.18,1.74,30.41,84.18,66.9,102.87,52.5,37.68,21.73,25.63,23.54,16.41
28.19,1,47,83.35,1.77,37.36,108.45,105.95,102.81,63.2,39.6,23.29,33.18,27.71,17.49
20.42,1,40,83.77,1.78,39.87,101.02,94.32,99.52,66.02,38.97,23.23,34.8,30.27,18.15
24.44,0,58,71.12,1.69,35.32,95.51,84.78,95.25,53.75,37.02,31.3,30.69,26.57,17.53
19.0,0,46,68.08,1.73,34.51,94.01,78.13,97.6,54.87,37.36,22.55,28.63,26.31,17.56
10.17,1,39,73.95,1.82,37.86,94.75,80.35,98.06,57.5,39.12,22.17,30.29,29.25,18.17
12.06,1,27,76.98,1.81,38.28,93.46,79.75,94.87,57.48,36.37,24.5,29.25,30.09,18.83
3.34,1,35,63.4,1.77,34.96,86.53,74.86,90.2,51.34,34.72,21.04,29.21,26.14,17.05
21.3,0,21,63.05,1.69,29.8,82.0,69.5,102.5,52.5,38.0,22.5,27.0,24.0,15.5
16.74,0,39,88.7,1.84,40.11,102.4,91.95,100.85,60.5,39.06,23.48,35.27,23.12,18.85
13.75,1,24,73.37,1.73,37.0,95.08,86.88,96.2,60.08,37.67,22.24,32.85,27.97,17.4
30.15,1,68,97.45,1.79,40.77,113.44,107.33,109.8,63.25,43.87,22.59,37.44,32.56,18.77
16.93,1,50,90.77,1.88,39.7,106.79,94.83,103.39,60.5,40.36,22.83,32.13,29.7,19.47
20.5,0,21,49.69,1.67,29.68,78.14,61.16,90.24,46.17,35.4,20.07,24.01,21.74,13.87
23.78,0,19,59.67,1.66,32.02,86.93,73.59,97.66,51.03,35.28,20.69,26.67,23.91,16.4
12.13,0,19,48.54,1.65,28.5,81.0,61.0,87.7,45.5,33.0,20.0,23.0,22.0,14.7
24.06,1,40,79.2,1.81,36.58,95.25,91.99,99.4,60.97,38.64,23.16,31.83,28.4,17.22
19.1,0,21,57.63,1.62,31.96,85.85,69.68,94.47,49.37,36.11,21.61,28.23,24.03,15.48
20.45,0,20,58.56,1.66,31.22,85.04,68.65,96.83,51.41,36.36,21.39,26.89,23.04,15.0
27.75,1,36,98.42,1.83,39.61,111.83,105.92,107.52,63.29,41.57,23.3,33.74,30.94,18.47
19.56,0,20,67.35,1.72,34.59,89.68,76.86,99.29,54.64,36.45,22.08,28.82,25.62,17.45
23.56,0,23,57.66,1.61,32.35,85.22,72.35,93.22,51.68,34.51,21.15,26.66,23.23,15.22
24.72,0,22,75.37,1.67,34.04,94.28,83.5,102.38,56.3,37.18,23.19,31.34,26.28,18.25
10.4,0,39,66.91,1.79,34.44,92.11,77.22,92.82,52.57,37.41,22.41,35.21,26.65,17.87
21.64,0,25,56.31,1.67,30.61,56.84,65.77,94.41,50.42,35.57,21.74,27.26,23.63,16.18
21.55,0,32,59.59,1.67,32.55,88.64,75.69,92.45,51.75,37.4,20.55,27.4,24.5,16.15
19.22,0,25,78.48,1.75,35.5,101.71,87.09,99.89,57.3,38.11,22.72,31.1,27.24,17.34
32.22,0,40,111.74,1.87,42.03,116.76,115.23,115.95,71.06,43.23,26.26,37.22,31.65,19.68
14.81,1,53,69.19,1.7,35.69,94.26,84.93,93.4,55.66,37.23,22.3,30.17,27.39,17.79
23.6,1,43,77.45,1.71,37.4,103.7,89.7,94.2,58.5,39.0,24.1,33.8,28.8,18.8
20.32,0,25,61.89,1.72,33.15,88.09,70.75,95.47,50.49,33.9,20.53,27.68,24.46,15.9
16.33,0,21,58.26,1.74,30.22,80.65,66.38,95.55,48.89,35.33,21.04,23.66,22.0,15.28
21.0,0,19,54.5,1.71,31.13,80.19,64.57,94.81,46.95,33.78,20.57,23.85,21.42,14.28
32.08,0,60,99.45,1.83,39.81,111.27,107.48,108.09,63.77,44.62,24.95,34.17,28.89,19.04
18.71,1,28,81.26,1.74,39.08,103.15,95.51,104.63,63.18,38.04,22.73,32.5,30.16,18.4
16.35,0,32,63.75,1.78,35.59,89.63,82.93,90.92,52.63,35.86,20.5,28.32,26.05,16.45
17.72,0,26,59.15,1.72,32.28,85.81,68.59,92.08,49.67,36.2,21.36,24.03,24.22,16.55
33.55,0,20,71.73,1.75,36.07,91.35,79.91,104.86,53.92,39.04,20.58,29.43,24.61,16.09
32.46,1,50,87.6,1.66,39.64,110.47,105.14,104.41,60.72,36.77,23.56,34.57,29.14,18.22
12.38,1,33,81.65,1.84,36.75,98.35,90.92,101.83,60.1,38.52,24.57,31.58,27.88,18.6
29.85,1,53,86.95,1.79,37.95,106.92,101.28,99.15,60.7,39.3,23.46,32.39,29.66,19.02
24.64,0,20,67.13,1.7,33.45,89.74,72.06,100.25,56.24,37.98,21.85,27.69,24.18,16.68
26.0,0,63,71.89,1.74,36.89,92.09,92.84,95.72,54.9,36.31,21.91,29.13,25.65,17.64
24.45,1,50,84.07,1.75,37.05,101.88,97.23,103.57,61.08,39.35,22.75,31.83,28.35,18.06
20.1,1,41,78.36,1.81,36.3,96.7,89.2,98.3,60.0,38.4,23.2,31.0,29.2,18.4
22.15,1,35,86.31,1.79,38.05,102.33,94.42,102.62,64.1,39.62,24.75,34.54,30.04,18.4
20.1,0,32,75.49,1.72,35.5,96.89,85.25,100.41,59.25,38.9,23.24,30.18,27.45,18.34
15.16,0,20,56.23,1.67,30.93,83.45,68.94,89.7,50.11,35.66,21.15,24.55,21.61,15.61
10.57,1,46,76.01,1.79,37.53,98.02,85.1,96.14,57.12,38.26,22.17,30.19,28.27,18.31
13.6,0,32,70.08,1.75,35.41,92.76,77.35,99.24,56.48,36.71,22.47,29.9,26.71,17.38
19.3,1,43,90.83,1.87,38.6,105.2,102.8,103.6,61.2,39.3,23.5,30.5,28.5,18.1
7.79,0,21,49.66,1.58,29.74,79.7,63.57,89.39,49.33,33.17,20.09,25.15,22.17,15.57
18.75,0,19,51.97,1.61,30.03,81.62,65.1,93.1,49.14,34.14,19.14,26.53,23.07,15.52
24.01,0,23,55.7,1.64,30.41,80.21,68.15,92.59,51.68,34.24,20.24,26.78,22.56,15.37
19.14,0,60,74.4,1.75,36.38,95.86,93.77,99.34,55.47,38.75,22.55,29.81,27.93,18.61
10.48,1,48,68.81,1.73,35.02,93.73,86.67,94.15,56.38,36.77,22.84,30.03,27.0,17.16
4.76,1,29,73.05,1.82,36.5,89.58,80.56,96.85,55.5,37.35,22.52,30.55,28.44,17.81
18.38,1,44,81.89,1.77,39.22,102.22,93.62,100.83,58.99,39.73,23.08,31.47,28.42,18.79
14.66,0,36,61.85,1.71,33.65,84.32,75.44,93.81,52.53,37.1,21.66,25.78,24.28,16.01
25.47,0,21,65.04,1.69,31.0,88.5,69.04,102.57,52.49,35.94,21.42,27.65,24.52,15.9
13.63,1,38,91.27,1.88,38.97,103.67,96.02,106.09,62.58,40.22,24.23,34.49,29.26,18.05
25.8,0,40,81.34,1.73,38.19,101.02,95.57,101.09,60.88,38.56,24.04,32.67,29.5,18.6
18.43,1,34,90.99,1.84,39.09,102.9,91.1,102.38,63.22,40.02,24.87,34.58,32.03,18.82
20.82,1,38,94.92,1.84,40.22,110.3,102.06,104.61,64.73,40.44,24.19,35.36,31.02,18.98
13.03,1,33,83.45,1.75,40.66,98.86,92.02,103.41,63.9,37.29,23.48,33.47,30.56,19.67
32.03,1,43,92.09,0.79,36.54,105.56,103.45,114.61,69.93,42.28,23.6,33.36,28.61,17.37
19.18,0,31,69.98,1.72,34.02,94.79,81.11,94.14,54.66,36.67,21.42,30.38,25.95,16.28
12.01,1,28,76.21,1.81,38.11,93.36,79.6,94.48,57.21,36.23,24.45,29.04,29.89,18.78
20.32,0,29,67.41,1.78,33.6,88.49,73.17,97.87,55.51,37.02,22.54,27.34,24.59,16.26
27.98,1,66,84.25,1.69,38.93,110.09,109.48,102.11,60.71,37.39,21.58,31.46,27.6,18.05
27.04,0,22,58.1,1.63,30.74,87.51,69.56,99.14,50.05,32.04,20.04,26.52,23.05,15.33
25.34,0,26,80.55,1.75,34.95,96.5,83.22,106.72,60.6,39.32,23.83,32.13,28.6,18.03
26.04,0,20,59.0,1.64,30.45,83.9,69.61,101.46,48.09,34.74,20.04,28.06,22.74,15.0
28.62,0,20,73.03,1.69,34.0,95.4,80.0,104.0,56.5,36.0,24.3,33.0,27.0,17.5
14.12,1,44,82.81,1.8,38.29,103.51,90.44,99.73,59.94,39.24,23.48,31.81,28.95,18.6
16.68,0,36,59.69,1.74,32.64,88.27,72.98,93.06,49.75,35.57,20.74,25.52,24.36,16.06
24.11,1,46,76.84,1.75,38.85,102.31,95.7,97.67,58.15,35.69,21.71,29.85,26.83,17.52
22.97,0,18,59.87,1.66,32.71,84.63,69.12,95.23,50.83,36.15,21.5,26.62,24.26,15.78
25.73,0,22,59.97,1.65,31.52,84.57,66.1,98.06,54.05,37.02,22.29,29.0,24.0,15.31
17.84,1,48,81.65,1.82,38.51,102.38,94.39,99.73,59.53,37.86,22.38,33.71,25.15,19.19
16.9,1,39,106.48,1.89,42.8,109.5,104.5,109.9,69.5,43.1,25.8,39.1,32.5,19.9
18.27,0,32,73.72,1.78,34.65,96.99,78.18,99.94,54.45,38.59,23.34,31.06,27.55,17.37
26.34,0,45,78.27,1.7,38.47,98.12,92.57,104.41,61.42,39.62,22.7,32.87,28.62,18.12
19.22,0,20,51.84,1.67,29.4,80.79,61.21,90.64,48.66,35.02,20.48,24.33,21.98,14.33
19.57,1,50,70.55,1.79,36.39,91.81,84.81,95.04,55.7,36.33,21.85,30.19,27.52,17.49
26.75,0,22,64.03,1.62,31.26,91.23,70.66,103.59,54.78,35.35,21.13,28.55,23.74,16.07
26.94,0,49,100.78,1.82,41.36,115.57,108.66,105.56,62.73,42.25,26.34,37.33,31.19,19.32
21.25,0,35,73.18,1.73,36.29,96.35,85.66,96.77,56.51,36.69,22.96,31.03,27.65,17.6
22.84,1,68,80.85,1.8,38.52,101.05,97.46,101.85,58.15,38.26,22.13,33.32,28.41,18.7
20.35,0,19,63.21,1.72,31.0,84.48,69.89,101.75,51.39,36.93,24.43,25.96,22.49,15.48
17.45,0,26,65.33,1.73,35.32,90.76,77.64,94.16,52.07,35.17,22.57,28.84,32.47,17.08
21.05,0,39,86.27,1.85,39.52,103.57,92.69,99.77,61.35,39.0,21.83,33.13,29.38,18.07
7.36,1,41,65.61,1.76,34.73,91.89,79.42,91.2,51.81,35.23,21.38,27.89,26.46,17.33
28.03,0,24,70.85,1.7,32.86,93.97,80.85,99.42,53.16,36.63,21.84,27.78,25.89,16.82
29.81,0,29,80.9,1.74,36.69,100.89,88.91,103.32,60.32,38.49,22.56,32.13,27.61,17.39
22.26,0,20,58.5,1.69,30.84,80.88,64.67,99.4,50.31,38.21,22.49,23.99,22.84,15.77
16.51,1,52,76.36,1.79,36.79,95.39,91.12,99.0,54.71,37.49,22.91,29.17,27.31,17.88
12.04,1,45,79.17,1.76,37.71,100.79,88.84,98.39,60.09,39.43,23.71,30.84,28.08,18.42
26.18,0,24,71.01,1.73,33.97,92.92,81.89,106.75,54.81,34.74,21.15,28.31,23.62,15.4
19.12,0,38,78.76,1.77,37.75,101.28,87.61,99.27,55.44,37.27,22.55,31.48,27.19,17.71
20.28,0,26,63.24,1.67,32.59,88.77,74.67,96.34,55.41,36.3,21.31,27.73,23.14,15.62
6.05,1,28,80.51,1.85,38.11,99.11,83.16,96.81,58.41,38.8,24.4,32.18,28.89,18.29
15.2,1,68,70.53,1.76,36.3,97.4,84.3,94.4,54.3,37.5,22.6,29.2,27.3,18.5
21.9,0,35,73.15,1.77,33.9,96.56,84.43,98.12,57.41,37.75,22.28,30.65,26.68,17.24
23.29,1,65,84.49,1.76,39.0,104.28,100.57,100.08,58.95,40.63,22.6,31.76,28.87,19.17
20.81,0,19,61.03,1.62,32.04,84.84,68.01,95.32,52.97,37.42,23.02,26.63,24.24,16.15
24.04,0,12,60.32,1.66,32.62,86.19,72.5,97.87,52.24,35.62,21.74,27.12,24.19,16.32
25.61,0,18,59.68,1.59,32.89,83.77,70.04,97.06,52.55,37.31,23.24,27.93,24.18,16.16
31.67,0,27,69.1,1.63,33.85,89.66,78.81,104.47,55.19,38.65,22.85,32.12,27.08,17.77
6.52,0,47,68.5,1.86,34.85,92.83,78.89,91.45,52.33,37.42,22.5,37.91,27.19,18.35
14.44,0,20,48.99,1.6,30.5,82.0,64.0,89.5,48.3,33.5,20.5,26.0,22.5,15.0
17.45,0,36,64.99,1.69,35.43,91.48,73.55,93.45,53.18,35.55,20.7,31.29,26.07,16.64
19.81,1,35,97.37,1.86,40.26,107.53,95.79,104.4,64.72,41.21,25.46,36.2,33.29,19.26
24.76,0,40,76.83,1.69,35.16,96.98,86.03,103.27,57.8,39.36,23.88,30.15,26.15,17.89
28.57,1,59,85.92,1.69,40.75,105.53,99.8,100.43,60.87,38.25,23.85,35.93,30.5,18.95
11.49,0,20,50.14,1.64,30.38,80.38,68.8,85.32,48.07,34.34,19.73,22.2,21.12,15.22
20.63,0,40,94.7,1.83,38.31,107.04,98.34,104.1,63.27,39.77,23.45,36.19,30.24,19.02
19.61,0,26,62.19,1.68,32.72,86.88,71.81,95.4,53.04,37.3,21.55,26.17,24.62,15.89
